4,-0.051103
4.0167,-0.086005
4.0333,-0.061042
4.05,-0.055777
4.0667,-0.013535
4.0833,-0.0095526
4.1,0.013239
4.1167,0.028029
4.1333,0.021901
4.15,0.010699
4.1667,-0.0038684
4.1833,-0.0022557
4.2,-0.02876
4.2167,-0.034604
4.2333,-0.034064
4.25,-0.019033
4.2667,-0.020107
4.2833,-0.002254
4.3,0.01052
4.3167,0.063454
4.3333,0.068293
4.35,0.074207
4.3667,0.091168
4.3833,0.14436
4.4,0.14408
4.4167,0.12939
4.4333,0.17099
4.45,0.15707
4.4667,0.19542
4.4833,0.20321
4.5,0.20261
4.5167,0.22961
4.5333,0.19985
4.55,0.23598
4.5667,0.27232
4.5833,0.29322
4.6,0.48387
4.6167,0.74853
4.6333,1.0897
4.65,1.3826
4.6667,1.755
4.6833,2.1443
4.7,2.5103
4.7167,2.9317
4.7333,3.3492
4.75,3.6267
4.7667,3.8456
4.7833,3.9731
4.8,4.259
4.8167,4.3771
4.8333,4.5618
4.85,4.667
4.8667,4.7685
4.8833,4.8196
4.9,4.8882
4.9167,4.8777
4.9333,4.886
4.95,4.841
4.9667,4.8479
4.9833,4.8419
5,4.8508
5.0167,4.8947
5.0333,4.8809
5.05,4.9291
5.0667,4.9282
5.0833,5.0292
5.1,5.0211
5.1167,5.0846
5.1333,5.0638
5.15,5.137
5.1667,5.1633
5.1833,5.2315
5.2,5.2602
5.2167,5.3622
5.2333,5.3394
5.25,5.4473
5.2667,5.4761
5.2833,5.5386
5.3,5.5762
5.3167,5.6183
5.3333,5.6784
5.35,5.7489
5.3667,5.7821
5.3833,5.852
5.4,5.8739
5.4167,5.9088
5.4333,5.9509
5.45,5.9655
5.4667,5.9666
5.4833,6.0055
5.5,5.9923
5.5167,6.0169
5.5333,6.02
5.55,6.0203
5.5667,6.0087
5.5833,5.9917
5.6,5.9968
5.6167,6.0022
5.6333,5.9745
5.65,5.991
5.6667,5.9451
5.6833,5.9638
5.7,5.9604
5.7167,5.9862
5.7333,5.9991
5.75,6.0043
5.7667,6.0317
5.7833,6.052
5.8,6.0442
5.8167,6.1107
5.8333,6.1116
5.85,6.162
5.8667,6.1666
5.8833,6.1982
5.9,6.2143
5.9167,6.217
5.9333,6.2358
5.95,6.2775
5.9667,6.2716
5.9833,6.2844
6,6.2699
6.0167,6.2735
6.0333,6.2821
6.05,6.2876
6.0667,6.3099
6.0833,6.2972
6.1,6.3036
6.1167,6.2968
6.1333,6.308
6.15,6.3193
6.1667,6.3588
6.1833,6.4237
6.2,6.43
6.2167,6.4415
6.2333,6.474
6.25,6.496
6.2667,6.5404
6.2833,6.5861
6.3,6.6194
6.3167,6.6468
6.3333,6.6091
6.35,6.6556
6.3667,6.6677
6.3833,6.7054
6.4,6.7478
6.4167,6.7635
6.4333,6.7816
6.45,6.7902
6.4667,6.8076
6.4833,6.851
6.5,6.8645
6.5167,6.8912
6.5333,6.8934
6.55,6.8929
6.5667,6.9146
6.5833,6.9382
6.6,6.9746
6.6167,7.0171
6.6333,7.0259
6.65,7.063
6.6667,7.1024
6.6833,7.1392
6.7,7.1783
6.7167,7.1845
6.7333,7.2308
6.75,7.2428
6.7667,7.271
6.7833,7.265
6.8,7.289
6.8167,7.2873
6.8333,7.3083
6.85,7.3228
6.8667,7.366
6.8833,7.3709
6.9,7.3982
6.9167,7.4018
6.9333,7.436
6.95,7.463
6.9667,7.5038
6.9833,7.5542
7,7.5797
7.0167,7.577
7.0333,7.6071
7.05,7.6197
7.0667,7.661
7.0833,7.6864
7.1,7.6908
7.1167,7.6736
7.1333,7.6486
7.15,7.6614
7.1666,7.6755
7.1833,7.6628
7.2,7.6337
7.2166,7.5957
7.2333,7.5964
7.25,7.5947
7.2667,7.6091
7.2833,7.5775
7.3,7.5905
7.3166,7.5964
7.3333,7.6278
7.35,7.6657
7.3666,7.6993
7.3833,7.6938
7.4,7.6833
7.4166,7.7013
7.4333,7.7508
7.45,7.769
7.4666,7.7721
7.4833,7.7713
7.5,7.7856
7.5167,7.7793
7.5333,7.8074
7.55,7.8372
7.5666,7.8673
7.5833,7.8708
7.6,7.8502
7.6166,7.893
7.6333,7.8704
7.65,7.9035
7.6666,7.9204
7.6833,7.9875
7.7,8.0068
7.7166,7.993
7.7333,8.031
7.75,8.0103
7.7667,8.058
7.7833,8.0998
7.8,8.1649
7.8166,8.1887
7.8333,8.1942
7.85,8.1936
7.8666,8.2511
7.8833,8.2618
7.9,8.3206
7.9166,8.3234
7.9333,8.31
7.95,8.2857
7.9666,8.2973
7.9833,8.3085
8,8.339
8.0166,8.3295
8.0333,8.3722
8.05,8.3912
8.0666,8.3985
8.0833,8.4466
8.1,8.4707
8.1166,8.4774
8.1333,8.4597
8.15,8.4747
8.1667,8.4836
8.1833,8.4879
8.2,8.4817
8.2166,8.5112
8.2333,8.5269
8.25,8.5061
8.2666,8.5244
8.2833,8.5324
8.3,8.585
8.3166,8.5787
8.3333,8.5863
8.35,8.6304
8.3666,8.6204
8.3833,8.628
8.4,8.638
8.4167,8.6644
8.4333,8.6896
8.45,8.7012
8.4666,8.7347
8.4833,8.7322
8.5,8.749
8.5166,8.7739
8.5333,8.8023
8.55,8.8324
8.5666,8.8513
8.5833,8.8384
8.6,8.8392
8.6166,8.856
8.6333,8.8868
8.65,8.8649
8.6667,8.8611
8.6833,8.8621
8.7,8.8887
8.7166,8.9083
8.7333,8.9285
8.75,8.9325
8.7666,8.9238
8.7833,8.9261
8.8,8.9773
8.8166,9.0096
8.8333,9.014
8.85,8.97
8.8666,8.9376
8.8833,8.9471
8.9,8.925
8.9167,8.9602
8.9333,8.9333
8.95,8.9101
8.9666,8.8643
8.9833,8.8869
9,8.9209
9.0166,8.9393
9.0333,8.9561
9.05,8.9912
9.0666,9.0404
9.0833,9.0623
9.1,9.0913
9.1166,9.1522
9.1333,9.1476
9.15,9.1723
9.1667,9.1789
9.1833,9.1912
9.2,9.1764
9.2166,9.1514
9.2333,9.1937
9.25,9.2243
9.2666,9.1851
9.2833,9.2124
9.3,9.1992
9.3166,9.2398
9.3333,9.2623
9.35,9.2918
9.3666,9.3038
9.3833,9.2982
9.4,9.3006
9.4167,9.35
9.4333,9.3586
9.45,9.4152
9.4666,9.4155
9.4833,9.4481
9.5,9.4375
9.5166,9.4362
9.5333,9.4416
9.55,9.4318
9.5666,9.416
9.5833,9.4138
9.6,9.4069
9.6166,9.4123
9.6333,9.4036
9.65,9.4188
9.6667,9.4289
9.6833,9.4351
9.7,9.4495
9.7166,9.445
9.7333,9.3727
9.75,9.3166
9.7666,9.2373
9.7833,9.1799
9.8,9.1382
9.8166,9.0831
9.8333,9.0362
9.85,8.956
9.8666,8.9232
9.8833,8.9313
9.9,8.923
9.9167,8.9269
9.9333,8.9108
9.95,8.9275
9.9666,8.9074
9.9833,8.9231
10,8.919
10.017,8.9277
10.033,8.9345
10.05,8.9559
10.067,8.9715
10.083,9.0003
10.1,8.9917
10.117,9.0077
10.133,9.0083
10.15,9.028
10.167,9.0461
10.183,9.0508
10.2,9.0539
10.217,9.0826
10.233,9.0751
10.25,9.0711
10.267,9.0628
10.283,9.075
10.3,9.0703
10.317,9.0868
10.333,9.0999
10.35,9.1064
10.367,9.086
10.383,9.0917
10.4,9.1309
10.417,9.1691
10.433,9.2007
10.45,9.227
10.467,9.2238
10.483,9.2383
10.5,9.2325
10.517,9.2791
10.533,9.2785
10.55,9.2727
10.567,9.2694
10.583,9.2456
10.6,9.2599
10.617,9.2714
10.633,9.2849
10.65,9.3346
10.667,9.3348
10.683,9.3443
10.7,9.3618
10.717,9.3825
10.733,9.3976
10.75,9.4096
10.767,9.3959
10.783,9.4456
10.8,9.4084
10.817,9.4188
10.833,9.45
10.85,9.4919
10.867,9.5017
10.883,9.5284
10.9,9.5636
10.917,9.5811
10.933,9.6093
10.95,9.6384
10.967,9.6509
10.983,9.6366
11,9.6137
11.017,9.6199
11.033,9.6037
11.05,9.615
11.067,9.635
11.083,9.5934
11.1,9.6111
11.117,9.6172
11.133,9.6657
11.15,9.6492
11.167,9.6096
11.183,9.5533
11.2,9.4915
11.217,9.4326
11.233,9.3959
11.25,9.3229
11.267,9.2701
11.283,9.2047
11.3,9.1728
11.317,9.1655
11.333,9.1791
11.35,9.1793
11.367,9.1936
11.383,9.1839
11.4,9.217
11.417,9.2171
11.433,9.2325
11.45,9.2288
11.467,9.267
11.483,9.2834
11.5,9.2999
11.517,9.3159
11.533,9.3417
11.55,9.3309
11.567,9.3432
11.583,9.336
11.6,9.3596
11.617,9.3626
11.633,9.36
11.65,9.3712
11.667,9.371
11.683,9.3629
11.7,9.3945
11.717,9.4021
11.733,9.4185
11.75,9.4084
11.767,9.4712
11.783,9.4903
11.8,9.4887
11.817,9.5087
11.833,9.5351
11.85,9.5168
11.867,9.5317
11.883,9.5445
11.9,9.5727
11.917,9.5084
11.933,9.5092
11.95,9.5108
11.967,9.5026
11.983,9.4978
12,9.5073
12.017,9.502
12.033,9.4777
12.05,9.4788
12.067,9.5079
12.083,9.5159
12.1,9.5278
12.117,9.5402
12.133,9.5265
12.15,9.5441
12.167,9.5769
12.183,9.5984
12.2,9.6137
12.217,9.5901
12.233,9.6235
12.25,9.6167
12.267,9.6454
12.283,9.6668
12.3,9.6859
12.317,9.6504
12.333,9.6605
12.35,9.7151
12.367,9.7269
12.383,9.7132
12.4,9.7249
12.417,9.7193
12.433,9.7232
12.45,9.7116
12.467,9.7542
12.483,9.7475
12.5,9.7688
12.517,9.7787
12.533,9.8093
12.55,9.7999
12.567,9.8182
12.583,9.814
12.6,9.835
12.617,9.7938
12.633,9.8118
12.65,9.7809
12.667,9.7768
12.683,9.7685
12.7,9.7816
12.717,9.7702
12.733,9.8015
12.75,9.8015
12.767,9.8655
12.783,9.8735
12.8,9.8637
12.817,9.8886
12.833,9.9172
12.85,9.9333
12.867,9.9435
12.883,9.9314
12.9,9.9389
12.917,9.8994
12.933,9.9037
12.95,9.8837
12.967,9.8663
12.983,9.837
13,9.8457
13.017,9.8492
13.033,9.8498
13.05,9.8526
13.067,9.8588
13.083,9.8755
13.1,9.9059
13.117,9.9153
13.133,9.9368
13.15,9.9263
13.167,9.9313
13.183,9.9467
13.2,9.9572
13.217,9.9774
13.233,9.9657
13.25,9.9734
13.267,9.9985
13.283,10.003
13.3,10.016
13.317,10.05
13.333,10.044
13.35,10.062
13.367,10.068
13.383,10.111
13.4,10.104
13.417,10.1
13.433,10.138
13.45,10.155
13.467,10.157
13.483,10.183
13.5,10.182
13.517,10.186
13.533,10.17
13.55,10.193
13.567,10.2
13.583,10.164
13.6,10.141
13.617,10.138
13.633,10.125
13.65,10.147
13.667,10.158
13.683,10.148
13.7,10.128
13.717,10.126
13.733,10.146
13.75,10.194
13.767,10.197
13.783,10.186
13.8,10.169
13.817,10.145
13.833,10.159
13.85,10.167
13.867,10.158
13.883,10.153
13.9,10.137
13.917,10.14
13.933,10.136
13.95,10.131
13.967,10.176
13.983,10.183
14,10.218
14.017,10.265
14.033,10.289
14.05,10.301
14.067,10.313
14.083,10.349
14.1,10.382
14.117,10.382
14.133,10.4
14.15,10.408
14.167,10.404
14.183,10.412
14.2,10.385
14.217,10.366
14.233,10.355
14.25,10.327
14.267,10.334
14.283,10.325
14.3,10.331
14.317,10.306
14.333,10.293
14.35,10.315
14.367,10.322
14.383,10.316
14.4,10.326
14.417,10.322
14.433,10.346
14.45,10.341
14.467,10.35
14.483,10.348
14.5,10.336
14.517,10.372
14.533,10.387
14.55,10.376
14.567,10.378
14.583,10.377
14.6,10.381
14.617,10.402
14.633,10.431
14.65,10.427
14.667,10.401
14.683,10.405
14.7,10.431
14.717,10.421
14.733,10.432
14.75,10.455
14.767,10.471
14.783,10.439
14.8,10.459
14.817,10.468
14.833,10.456
14.85,10.434
14.867,10.438
14.883,10.402
14.9,10.374
14.917,10.333
14.933,10.357
14.95,10.341
14.967,10.329
14.983,10.331
15,10.345
15.017,10.305
15.033,10.303
15.05,10.314
15.067,10.327
15.083,10.3
15.1,10.31
15.117,10.307
15.133,10.307
15.15,10.308
15.167,10.346
15.183,10.358
15.2,10.36
15.217,10.376
15.233,10.399
15.25,10.405
15.267,10.426
15.283,10.451
15.3,10.461
15.317,10.494
15.333,10.499
15.35,10.488
15.367,10.482
15.383,10.479
15.4,10.482
15.417,10.474
15.433,10.446
15.45,10.439
15.467,10.402
15.483,10.426
15.5,10.418
15.517,10.392
15.533,10.378
15.55,10.338
15.567,10.239
15.583,10.163
15.6,10.085
15.617,9.9755
15.633,9.8446
15.65,9.7504
15.667,9.6842
15.683,9.5915
15.7,9.5338
15.717,9.5546
15.733,9.5566
15.75,9.5453
15.767,9.5987
15.783,9.6111
15.8,9.5975
15.817,9.5965
15.833,9.62
15.85,9.6202
15.867,9.6279
15.883,9.6456
15.9,9.6724
15.917,9.646
15.933,9.6491
15.95,9.6696
15.967,9.6848
15.983,9.6957
16,9.7095
16.017,9.7036
16.033,9.7019
16.05,9.6984
16.067,9.7398
16.083,9.7603
16.1,9.7719
16.117,9.7797
16.133,9.7723
16.15,9.7833
16.167,9.7876
16.183,9.8141
16.2,9.8044
16.217,9.7885
16.233,9.7792
16.25,9.7735
16.267,9.7641
16.283,9.7668
16.3,9.7614
16.317,9.7789
16.333,9.7684
16.35,9.796
16.367,9.8073
16.383,9.8278
16.4,9.8355
16.417,9.8482
16.433,9.8675
16.45,9.8984
16.467,9.901
16.483,9.9211
16.5,9.9183
16.517,9.9269
16.533,9.9267
16.55,9.9437
16.567,9.9608
16.583,9.946
16.6,9.9512
16.617,9.9768
16.633,9.9903
16.65,9.9811
16.667,10.006
16.683,10.026
16.7,10.022
16.717,10.034
16.733,10.068
16.75,10.065
16.767,10.049
16.783,10.039
16.8,10.064
16.817,10.048
16.833,10.046
16.85,10.071
16.867,10.051
16.883,10.05
16.9,10.051
16.917,10.054
16.933,10.045
16.95,10.045
16.967,10.139
16.983,10.128
17,10.118
17.017,10.148
17.033,10.143
17.05,10.162
17.067,10.154
17.083,10.178
17.1,10.158
17.117,10.092
17.133,10.1
17.15,10.1
17.167,10.083
17.183,10.076
17.2,10.066
17.217,10.062
17.233,10.065
17.25,10.057
17.267,10.045
17.283,10.05
17.3,10.06
17.317,10.068
17.333,10.07
17.35,10.064
17.367,10.06
17.383,10.138
17.4,10.17
17.417,10.182
17.433,10.177
17.45,10.192
17.467,10.198
17.483,10.195
17.5,10.199
17.517,10.192
17.533,10.112
17.55,10.079
17.567,10.056
17.583,10.05
17.6,10.009
17.617,10.076
17.633,10.083
17.65,10.105
17.667,10.14
17.683,10.176
17.7,10.214
17.717,10.19
17.733,10.218
17.75,10.228
17.767,10.123
17.783,10.096
17.8,10.026
17.817,9.956
17.833,9.9071
17.85,9.8965
17.867,9.9103
17.883,9.9072
17.9,9.9398
17.917,10.019
17.933,10.084
17.95,10.145
17.967,10.248
17.983,10.304
18,10.402
18.017,10.511
18.033,10.591
18.05,10.686
18.067,10.758
18.083,10.85
18.1,10.959
18.117,11.086
18.133,11.219
18.15,11.323
18.167,11.456
18.183,11.576
18.2,11.726
18.217,11.892
18.233,12.075
18.25,12.312
18.267,12.475
18.283,12.702
18.3,12.869
18.317,13.036
18.333,13.241
18.35,13.415
18.367,13.638
18.383,13.79
18.4,13.991
18.417,14.13
18.433,14.246
18.45,14.391
18.467,14.569
18.483,14.752
18.5,14.883
18.517,14.999
18.533,15.085
18.55,15.151
18.567,15.245
18.583,15.347
18.6,15.506
18.617,15.578
18.633,15.682
18.65,15.74
18.667,15.831
18.683,15.921
18.7,16.005
18.717,16.143
18.733,16.28
18.75,16.353
18.767,16.445
18.783,16.556
18.8,16.642
18.817,16.701
18.833,16.809
18.85,16.888
18.867,16.973
18.883,17.017
18.9,17.076
18.917,17.114
18.933,17.161
18.95,17.264
18.967,17.322
18.983,17.348
19,17.344
19.017,17.367
19.033,17.381
19.05,17.437
19.067,17.484
19.083,17.48
19.1,17.474
19.117,17.542
19.133,17.621
19.15,17.676
19.167,17.7
19.183,17.74
19.2,17.707
19.217,17.761
19.233,17.77
19.25,17.813
19.267,17.775
19.283,17.781
19.3,17.809
19.317,17.812
19.333,17.831
19.35,17.891
19.367,17.908
19.383,17.917
19.4,17.947
19.417,17.95
19.433,17.981
19.45,17.978
19.467,18.031
19.483,18.061
19.5,18.074
19.517,18.047
19.533,18.057
19.55,18.046
19.567,18.102
19.583,18.078
19.6,18.109
19.617,18.074
19.633,18.044
19.65,17.987
19.667,18.021
19.683,18.018
19.7,18.031
19.717,17.98
19.733,18.001
19.75,17.972
19.767,18.034
19.783,18.036
19.8,18.138
19.817,18.139
19.833,18.202
19.85,18.203
19.867,18.275
19.883,18.278
19.9,18.359
19.917,18.332
19.933,18.395
19.95,18.366
19.967,18.399
19.983,18.368
20,18.409
20.017,18.407
20.033,18.448
20.05,18.424
20.067,18.458
20.083,18.449
20.1,18.487
20.117,18.516
20.133,18.557
20.15,18.577
20.167,18.592
20.183,18.615
20.2,18.641
20.217,18.673
20.233,18.683
20.25,18.689
20.267,18.68
20.283,18.706
20.3,18.713
20.317,18.708
20.333,18.672
20.35,18.666
20.367,18.616
20.383,18.612
20.4,18.577
20.417,18.542
20.433,18.493
20.45,18.5
20.467,18.495
20.483,18.513
20.5,18.529
20.517,18.559
20.533,18.577
20.55,18.572
20.567,18.614
20.583,18.627
20.6,18.624
20.617,18.664
20.633,18.714
20.65,18.721
20.667,18.779
20.683,18.803
20.7,18.876
20.717,18.897
20.733,18.962
20.75,18.972
20.767,19.033
20.783,19.013
20.8,19.092
20.817,19.038
20.833,19.09
20.85,19.045
20.867,19.078
20.883,19.007
20.9,18.987
20.917,18.916
20.933,18.893
20.95,18.829
20.967,18.822
20.983,18.761
21,18.757
21.017,18.721
21.033,18.741
21.05,18.771
21.067,18.752
21.083,18.784
21.1,18.756
21.117,18.769
21.133,18.752
21.15,18.8
21.167,18.796
21.183,18.819
21.2,18.811
21.217,18.828
21.233,18.813
21.25,18.813
21.267,18.822
21.283,18.817
21.3,18.789
21.317,18.771
21.333,18.733
21.35,18.716
21.367,18.688
21.383,18.67
21.4,18.671
21.417,18.637
21.433,18.657
21.45,18.637
21.467,18.659
21.483,18.684
21.5,18.703
21.517,18.717
21.533,18.729
21.55,18.742
21.567,18.79
21.583,18.795
21.6,18.845
21.617,18.839
21.633,18.861
21.65,18.839
21.667,18.854
21.683,18.925
21.7,19.052
21.717,19.161
21.733,19.259
21.75,19.345
21.767,19.448
21.783,19.527
21.8,19.643
21.817,19.716
21.833,19.752
21.85,19.722
21.867,19.696
21.883,19.686
21.9,19.655
21.917,19.63
21.933,19.619
21.95,19.593
21.967,19.596
21.983,19.588
22,19.582
22.017,19.585
22.033,19.585
22.05,19.593
22.067,19.596
22.083,19.606
22.1,19.593
22.117,19.604
22.133,19.575
22.15,19.554
22.167,19.524
22.183,19.497
22.2,19.465
22.217,19.445
22.233,19.42
22.25,19.415
22.267,19.385
22.283,19.397
22.3,19.393
22.317,19.388
22.333,19.382
22.35,19.38
22.367,19.35
22.383,19.33
22.4,19.311
22.417,19.3
22.433,19.284
22.45,19.289
22.467,19.29
22.483,19.296
22.5,19.299
22.517,19.308
22.533,19.319
22.55,19.313
22.567,19.311
22.583,19.276
22.6,19.269
22.617,19.233
22.633,19.23
22.65,19.224
22.667,19.222
22.683,19.195
22.7,19.205
22.717,19.162
22.733,19.18
22.75,19.163
22.767,19.189
22.783,19.186
22.8,19.182
22.817,19.188
22.833,19.203
22.85,19.19
22.867,19.216
22.883,19.2
22.9,19.195
22.917,19.191
22.933,19.177
22.95,19.194
22.967,19.194
22.983,19.214
23,19.217
23.017,19.218
23.033,19.219
23.05,19.24
23.067,19.226
23.083,19.213
23.1,19.171
23.117,19.163
23.133,19.095
23.15,19.101
23.167,19.079
23.183,19.097
23.2,19.06
23.217,19.049
23.233,19.038
23.25,19.025
23.267,19.011
23.283,19.031
23.3,19.016
23.317,19.009
23.333,19.005
23.35,19.012
23.367,19.042
23.383,19.037
23.4,19.06
23.417,19.064
23.433,19.077
23.45,19.063
23.467,19.084
23.483,19.06
23.5,19.095
23.517,19.086
23.533,19.09
23.55,19.089
23.567,19.081
23.583,19.058
23.6,19.07
23.617,19.05
23.633,19.069
23.65,19.025
23.667,18.996
23.683,18.985
23.7,18.97
23.717,18.968
23.733,18.975
23.75,18.979
23.767,19.001
23.783,18.992
23.8,18.992
23.817,19.012
23.833,19.024
23.85,19.046
23.867,19.038
23.883,19.053
23.9,19.023
23.917,19.013
23.933,19.004
23.95,18.998
23.967,18.992
23.983,18.955
24,18.924
24.017,18.903
24.033,18.835
24.05,18.809
24.067,18.77
24.083,18.728
24.1,18.702
24.117,18.647
24.133,18.664
24.15,18.628
24.167,18.631
24.183,18.671
24.2,18.707
24.217,18.722
24.233,18.767
24.25,18.813
24.267,18.884
24.283,18.934
24.3,18.989
24.317,19.019
24.333,19.044
24.35,19.045
24.367,19.089
24.383,19.06
24.4,19.052
24.417,18.965
24.433,18.911
24.45,18.911
24.467,18.868
24.483,18.824
24.5,18.8
24.517,18.754
24.533,18.745
24.55,18.726
24.567,18.766
24.583,18.787
24.6,18.748
24.617,18.768
24.633,18.781
24.65,18.803
24.667,18.814
24.683,18.871
24.7,18.87
24.717,18.893
24.733,18.879
24.75,18.924
24.767,18.938
24.783,18.98
24.8,18.967
24.817,19.013
24.833,18.97
24.85,18.988
24.867,18.977
24.883,18.981
24.9,18.955
24.917,18.931
24.933,18.892
24.95,18.888
24.967,18.833
24.983,18.823
25,18.787
25.017,18.766
25.033,18.761
25.05,18.766
25.067,18.778
25.083,18.789
25.1,18.804
25.117,18.831
25.133,18.883
25.15,18.931
25.167,18.992
25.183,19.01
25.2,19.04
25.217,19.048
25.233,19.076
