,Time (s),Range (mm),Range Avg 3 (mm),Range Avg 5 (mm),Range Avg 8 (mm),Range Avg 10 (mm),Lumens (0dB),Velocity (mm/s),Velocity Avg 3 (mm/s),Velocity Avg 10 (mm/s),Velocity Avg 3 Manual (mm/s)
160,28.98,38,38.0,37.4,37.5,37.1,18.75,-8.823529411764895,-0.9803921568628624,0.5882352941176521,3.921568627450927
161,29.15,35,37.0,37.0,37.125,37.1,18.94,-2.9411764705885446,-3.9215686274510375,0.2941176470588118,-5.882352941176535
162,29.32,37,36.666666666666664,37.2,37.0,37.2,19.46,8.923796791443777,-0.9506833036244728,0.28520499108735464,-1.9607843137254846
163,29.48,38,36.666666666666664,37.2,37.125,37.2,19.71,-2.4844028520500387,0.950683303624487,-0.5704099821747093,0.0
164,29.65,36,37.0,36.8,37.0,37.0,19.9,-2.5579538487363607e-13,1.9607843137254974,-0.29411764705884025,1.9607843137255254
165,29.82,38,37.333333333333336,36.8,37.25,37.1,20.03,5.88235294117635,0.9803921568627345,0.5882352941176521,1.9607843137254846
166,29.99,38,37.333333333333336,37.4,37.25,37.2,20.03,1.4210854715202004e-14,2.1464646464646364,0.9291443850267314,0.0
167,30.15,38,38.0,37.6,37.25,37.4,20.1,-2.8520499108734043,1.1957813428401494,0.3587344028520363,4.166666666666648
168,30.32,37,37.666666666666664,37.4,37.125,37.3,20.03,2.941176470588431,4.263256414560601e-14,1.4210854715202004e-14,-1.9607843137254846
169,30.49,39,38.0,38.0,37.625,37.4,20.03,-2.9411764705879335,-0.9803921568626635,-0.2941176470587834,1.9607843137255254
170,30.66,36,37.333333333333336,37.6,37.5,37.2,19.97,-5.882352941176222,-1.9607843137254406,2.842170943040401e-14,-3.921568627450927
171,30.83,37,37.333333333333336,37.4,37.375,37.4,20.03,8.823529411764639,0.0,1.1764705882353041,0.0
172,31.0,39,37.333333333333336,37.6,37.75,37.6,20.03,8.923796791443806,4.292929292929301,1.214349376114086,0.0
173,31.16,40,38.666666666666664,38.2,38.0,37.8,20.03,0.36764705882346504,6.194295900178261,1.4995543672014406,8.333333333333297
174,31.33,39,39.333333333333336,38.2,38.125,38.1,20.03,-2.941176470588303,1.96078431372554,1.1764705882353184,3.921568627451051
175,31.5,39,39.333333333333336,38.8,38.25,38.2,20.16,0.0,-0.9803921568627487,0.5882352941176237,0.0
176,31.67,39,39.0,39.2,38.5,38.3,20.1,-3.2196969696970967,-2.0239156268568337,0.285204991087312,-1.9607843137254846
177,31.83,38,38.666666666666664,39.0,38.375,38.3,20.16,-6.071746880570444,-2.9745989304812497,0.0,-2.0833333333333925
178,32.0,37,38.0,38.4,38.5,38.3,20.29,2.9411764705882035,-1.960784313725469,0.0,-3.921568627450927
179,32.17,39,38.0,38.4,38.75,38.3,20.42,8.82352941176461,1.960784313725469,1.1764705882353041,0.0
180,32.34,40,38.666666666666664,38.6,38.875,38.7,20.54,2.9411764705881467,4.901960784313815,2.0588235294117823,3.921568627450927
181,32.51,40,39.666666666666664,38.8,38.875,39.0,20.54,0.0,3.9215686274511086,1.1764705882353184,5.8823529411766575
182,32.68,40,40.0,39.2,39.0,39.1,20.54,-5.882352941176407,-0.9803921568627203,-0.29411764705882604,1.9607843137254846
183,32.85,38,39.333333333333336,39.4,38.875,38.9,20.48,-2.4844028520496693,-2.974598930481278,-0.5704099821746951,-3.921568627450927
184,33.01,39,39.0,39.4,38.875,38.9,20.54,6.071746880570458,-1.0732323232323608,0.28520499108735464,-2.0833333333333925
185,33.18,40,39.0,39.4,39.125,39.0,20.42,0.0,0.9803921568627487,0.29411764705882604,0.0
186,33.35,39,39.333333333333336,39.2,39.375,39.0,20.29,-5.882352941176407,0.0,0.0,1.9607843137254846
187,33.52,38,39.0,38.8,39.25,39.0,20.42,-2.9411764705881325,-2.941176470588303,0.29411764705884025,-1.9607843137254846
188,33.69,38,38.333333333333336,38.8,39.0,39.1,20.48,1.4210854715202004e-14,-2.974598930481335,-0.03676470588230529,-3.9215686274510912
189,33.85,38,38.0,38.6,38.75,39.0,20.35,2.8520499108734327,-0.12254901960781694,-0.6071746880570288,-2.0833333333333
190,34.02,39,38.333333333333336,38.4,38.625,38.9,20.29,-2.4158453015843406e-13,0.9803921568627345,-0.8823529411764781,1.9607843137254846
191,34.19,38,38.333333333333336,38.2,38.625,38.7,20.42,-2.5579538487363607e-13,0.9803921568626919,-0.8823529411764923,0.0
192,34.36,39,38.666666666666664,38.4,38.625,38.6,20.54,0.0,0.0,-0.29411764705882604,1.9607843137254426
193,34.53,38,38.333333333333336,38.4,38.375,38.6,20.42,0.36764705882370663,0.12254901960790221,0.0,-1.9607843137254426
194,34.69,39,38.666666666666664,38.6,38.375,38.6,20.48,3.2196969696970967,1.0732323232323608,-0.28520499108734043,2.083333333333348
195,34.86,39,38.666666666666664,38.6,38.5,38.5,20.42,-5.882352941176407,-0.9803921568627345,-0.8823529411764781,0.0
196,35.03,37,38.333333333333336,38.4,38.375,38.3,20.48,0.0,-0.9803921568627345,-0.29411764705882604,-1.9607843137254426
197,35.2,39,38.333333333333336,38.4,38.5,38.4,20.61,5.704099821746723,-1.4210854715202004e-14,0.607174688057043,0.0
198,35.36,39,38.333333333333336,38.6,38.5,38.5,20.48,1.4210854715202004e-14,1.9013666072489173,0.6071746880570714,0.0
199,35.53,39,39.0,38.6,38.625,38.6,20.42,5.882352941176407,3.921568627450938,0.8823529411764497,3.921568627450927
200,35.7,41,39.666666666666664,39.0,38.875,38.8,20.42,-4.831690603168681e-13,1.9607843137254264,0.8823529411764781,3.921568627450927
201,35.87,39,39.666666666666664,39.4,39.0,38.9,20.35,-2.4844028520504082,1.0732323232322756,0.6071746880570714,0.0
202,36.03,40,40.0,39.6,39.125,39.0,20.48,-2.484402852049996,-1.778817587641143,0.32196969696968836,2.0833333333333
203,36.2,38,39.0,39.4,39.0,39.0,20.48,2.9411764705888856,-0.980392156862564,0.5882352941176947,-5.8823529411764115
204,36.37,41,39.666666666666664,39.8,39.5,39.2,20.67,8.823529411765165,2.941176470588303,1.17647058823529,3.9215686274510912
205,36.54,41,40.0,39.8,39.75,39.4,20.42,-5.882352941176407,1.9607843137254832,1.1764705882352757,1.9607843137254846
206,36.71,39,40.333333333333336,39.8,39.75,39.6,20.54,-5.882352941176407,-0.9803921568627345,0.5882352941176521,1.9607843137254846
207,36.88,39,39.666666666666664,39.6,39.75,39.6,20.35,-3.2196969696970967,-5.121063576946,-0.321969696969731,-3.921568627450969
208,37.04,38,38.666666666666664,39.6,39.375,39.5,20.54,2.484402852049655,-2.2690136660726097,-0.036764705882347926,-6.250000000000133
209,37.21,40,39.0,39.4,39.5,39.6,20.48,0.0,0.0,-0.5882352941176521,1.9607843137254846
210,37.38,38,38.666666666666664,38.8,39.25,39.3,20.61,5.882352941177288,2.9411764705884735,8.526512829121202e-14,-1.9607843137254846
211,37.55,42,40.0,39.4,39.75,39.6,20.67,5.882352941177274,3.921568627451194,0.8823529411765207,7.843137254902224
212,37.72,40,40.0,39.6,39.625,39.6,20.61,-2.484402852049982,3.2196969696968836,0.9659090909090509,0.0
213,37.88,41,41.0,40.2,39.625,39.9,20.48,3.2196969696967983,2.2690136660722544,0.9659090909090224,6.249999999999856
214,38.05,41,40.666666666666664,40.4,39.875,39.9,20.48,-5.882352941176293,-1.9607843137254974,-0.5882352941176237,-1.9607843137255665
215,38.22,39,40.333333333333336,40.6,39.875,39.7,20.48,-5.882352941176407,-2.9411764705882035,-0.5882352941176237,-1.9607843137254426
216,38.39,39,39.666666666666664,40.0,40.0,39.7,20.48,-1.4210854715202004e-14,-4.047831253713639,-1.4210854715202004e-14,-3.921568627450969
217,38.55,39,39.0,39.8,39.875,39.7,20.48,5.704099821746752,-0.24509803921580442,0.8556149732620071,-4.166666666666741
218,38.72,41,39.666666666666664,39.8,40.25,40.0,20.48,-2.9411764705882035,0.9803921568627487,0.2941176470587976,3.921568627450927
219,38.89,38,39.333333333333336,39.2,39.75,39.8,20.42,-8.556149732620128,-2.0239156268568195,-0.5704099821747093,-1.9607843137254426
220,39.05,38,39.0,39.0,39.5,39.8,20.48,8.556149732620113,-1.0732323232323608,-0.2852049910872836,-2.0833333333333925
221,39.22,41,39.0,39.4,39.5,39.7,20.48,8.82352941176461,2.9411764705882035,0.0,0.0
222,39.39,41,40.0,39.8,39.5,39.8,20.42,-5.882352941176407,3.9215686274509522,-0.29411764705882604,5.8823529411764115
223,39.56,39,40.333333333333336,39.4,39.5,39.6,20.42,3.954991087344524,2.023915626856791,-0.24844028520494987,1.9607843137254846
224,39.72,42,40.666666666666664,40.2,39.875,39.7,20.48,3.9549910873445384,0.12254901960790221,0.607174688057043,2.083333333333348
225,39.89,40,40.333333333333336,40.6,40.0,39.8,20.48,-2.9411764705882177,0.9803921568627345,0.8823529411764497,-1.9607843137254426
226,40.06,41,41.0,40.6,40.0,40.0,20.48,2.9411764705881467,0.980392156862635,1.1764705882353326,3.921568627450927
227,40.23,41,40.666666666666664,40.6,40.375,40.2,20.61,2.9411764705881325,0.9803921568626492,0.8823529411764923,-1.9607843137255665
228,40.4,42,41.333333333333336,41.2,40.875,40.3,20.67,-5.882352941176407,0.0,0.5882352941176237,3.921568627450969
229,40.57,39,40.666666666666664,40.6,40.625,40.4,20.67,-5.336452762923045,-2.974598930481278,0.929144385026774,-3.921568627450969
230,40.73,40,40.333333333333336,40.6,40.5,40.6,20.67,8.923796791443834,-1.0732323232323324,0.929144385026774,-2.083333333333348
231,40.9,42,40.333333333333336,40.8,40.875,40.7,20.67,0.0,0.9803921568627203,0.0,0.0
232,41.07,40,40.666666666666664,40.6,40.625,40.6,20.61,-8.823529411764625,0.0,-0.29411764705882604,1.9607843137254426
233,41.24,39,40.333333333333336,40.0,40.5,40.6,20.54,0.36764705882370663,-3.0971479500891803,-0.6439393939394336,-1.9607843137254426
234,41.4,40,39.666666666666664,40.2,40.375,40.4,20.48,3.2196969696970967,-2.146464646464736,-0.6439393939394193,-4.166666666666785
235,41.57,40,39.666666666666664,40.2,40.25,40.4,20.48,0.0,0.9803921568627345,-0.2941176470588118,0.0
236,41.74,40,40.0,39.8,40.0,40.3,20.48,0.0,0.9803921568627203,-0.5882352941176237,1.9607843137254846
237,41.91,40,40.0,39.8,40.125,40.2,20.42,2.9411764705881467,0.9803921568627203,-0.5882352941176379,0.0
238,42.08,41,40.333333333333336,40.2,40.25,40.1,20.42,0.0,0.9803921568627487,0.0,1.9607843137254846
239,42.25,40,40.333333333333336,40.2,40.0,40.2,20.42,-2.9411764705882035,0.0,0.29411764705882604,0.0
240,42.42,40,40.333333333333336,40.2,40.0,40.2,20.42,8.823529411764625,1.9607843137254548,0.2941176470588118,0.0
241,42.59,43,41.0,40.8,40.5,40.3,20.48,-1.1029411764711767,1.9013666072488888,0.285204991087312,3.921568627450927
242,42.75,40,41.0,40.8,40.5,40.3,20.48,-7.312091503268306,0.8714596949890563,0.5228758169934338,0.0
243,42.93,41,41.333333333333336,40.8,40.625,40.5,20.48,-0.3267973856208357,-2.1257391845626614,0.5396825396825449,1.8518518518518678
244,43.1,40,40.333333333333336,40.8,40.625,40.5,20.48,-5.882352941176407,-3.9215686274509522,-0.29411764705882604,-5.8823529411764115
245,43.27,39,40.0,40.6,40.5,40.4,20.48,2.94117647058863,-0.9803921568627203,2.842170943040401e-14,-1.9607843137254846
246,43.44,41,40.0,40.2,40.5,40.5,20.54,8.823529411764909,1.9607843137254122,0.8823529411764781,0.0
247,43.61,42,40.666666666666664,40.6,40.75,40.7,20.61,-2.9411764705882035,2.9411764705882035,0.29411764705882604,3.921568627450927
248,43.78,40,41.0,40.4,40.75,40.6,20.54,-2.4844028520496693,0.9506833036244302,0.03676470588237635,1.9607843137254846
249,43.94,41,41.0,40.6,40.5,40.7,20.54,3.219696969697111,-0.9506833036244444,0.607174688057043,0.0
250,44.11,41,40.666666666666664,41.0,40.625,40.8,20.61,0.0,0.0,-0.29411764705882604,-1.9607843137254846
251,44.28,41,41.0,41.0,40.625,40.6,20.67,-2.9411764705882035,0.0,-0.5882352941176379,1.9607843137254846
252,44.45,40,40.666666666666664,40.6,40.625,40.6,20.74,2.941176470588644,7.105427357601002e-14,0.29411764705885446,-1.9607843137254846
253,44.62,42,41.0,41.0,41.0,40.7,20.74,5.8823529411767765,1.9607843137255117,0.8823529411764497,1.9607843137255665
254,44.79,42,41.333333333333336,41.2,41.125,40.9,20.74,-2.9411764705882177,1.960784313725469,1.1764705882352757,1.9607843137254846
255,44.96,41,41.666666666666664,41.2,41.0,41.1,20.74,-2.9411764705882177,0.0,0.5882352941176521,1.9607843137254426
256,45.13,41,41.333333333333336,41.2,41.125,41.1,20.67,-3.219696969697111,-3.0971479500892087,-0.6439393939394336,-1.9607843137254426
257,45.29,40,40.666666666666664,41.2,41.0,40.9,20.67,-3.2196969696970683,-3.0971479500891803,-0.6439393939393909,-4.166666666666785
258,45.46,40,40.333333333333336,40.8,40.875,40.9,20.54,0.0,-1.960784313725469,-0.2941176470588118,-1.9607843137254426
259,45.63,40,40.0,40.4,40.75,40.8,20.54,0.0,-0.9803921568627203,-0.5882352941176379,-1.9607843137254846
260,45.8,40,40.0,40.2,40.75,40.7,20.54,0.0,0.0,-0.6071746880570288,0.0
261,45.96,40,40.0,40.0,40.5,40.6,20.61,2.8520499108734327,0.950683303624487,-0.036764705882333715,0.0
262,46.13,41,40.333333333333336,40.2,40.375,40.7,20.74,5.882352941176549,2.941176470588303,0.29411764705882604,1.9607843137254846
263,46.3,42,41.0,40.6,40.5,40.7,20.67,-5.882352941176038,0.9803921568628482,-0.8823529411764639,3.9215686274510912
264,46.47,39,40.666666666666664,40.4,40.25,40.4,20.74,-2.116755793226531,-0.950683303624487,-0.8556149732620497,-1.9607843137254846
265,46.63,41,40.666666666666664,40.6,40.375,40.4,20.8,9.291443850267214,-2.842170943040401e-14,0.28520499108735464,0.0
266,46.8,42,40.666666666666664,41.0,40.625,40.5,20.93,2.5579538487363607e-13,1.9607843137254406,0.5882352941176521,0.0
267,46.97,41,41.333333333333336,41.0,40.75,40.6,20.8,-2.9411764705882177,1.9607843137254832,0.5882352941176521,3.921568627450969
268,47.14,41,41.333333333333336,40.8,40.875,40.7,20.74,-3.219696969697111,-2.14646464646475,0.28520499108734043,0.0
269,47.3,40,40.666666666666664,41.0,40.875,40.7,20.67,2.4844028520496693,-1.195781342840263,0.5704099821746667,-4.166666666666785
270,47.47,42,41.0,41.2,41.0,40.9,20.54,-2.9411764705882035,-0.9803921568627203,0.2941176470588118,1.9607843137254846
271,47.64,39,40.333333333333336,40.6,40.625,40.8,20.48,-5.882352941176421,-1.9607843137254548,-0.5882352941176237,-3.921568627450927
272,47.81,40,40.333333333333336,40.4,40.75,40.7,20.54,2.8520499108733475,-2.14646464646475,-0.929144385026774,0.0
273,47.97,40,39.666666666666664,40.2,40.625,40.5,20.54,-2.8520499108733475,-2.146464646464736,-0.6439393939394193,-4.166666666666785
274,48.14,39,39.666666666666664,40.0,40.25,40.5,20.61,0.0,0.0,-0.29411764705882604,0.0
275,48.31,40,39.666666666666664,39.6,40.125,40.4,20.74,2.9411764705881467,0.0,-0.8823529411764781,0.0
276,48.48,40,39.666666666666664,39.8,40.0,40.2,20.8,6.439393939393625,3.2196969696968267,-0.24844028520504935,0.0
277,48.64,42,40.666666666666664,40.2,40.25,40.3,20.74,0.7352941176468875,3.2196969696968694,0.036764705882347926,6.249999999999856
278,48.81,40,40.666666666666664,40.2,40.0,40.2,20.61,-5.882352941176279,1.4210854715202004e-14,-0.2941176470587976,0.0
279,48.98,40,40.666666666666664,40.4,40.125,40.2,20.48,0.0,-1.9607843137254264,-0.5882352941176379,0.0
280,49.15,40,40.0,40.4,40.125,40.0,20.54,0.0,-1.960784313725469,-0.29411764705882604,-3.921568627450927
281,49.32,40,40.0,40.4,40.125,40.1,20.61,9.659090909091248,3.219696969697054,1.2511140819964623,0.0
282,49.48,43,41.0,40.6,40.625,40.4,20.67,1.1029411764711767,3.219696969697111,0.9659090909091361,6.250000000000133
283,49.65,40,41.0,40.6,40.625,40.4,20.86,0.0,2.9411764705882177,1.17647058823529,0.0
284,49.82,43,42.0,41.2,41.0,40.8,20.86,0.0,0.0,1.17647058823529,5.8823529411764115
285,49.99,40,41.0,41.2,40.75,40.8,20.8,-14.995543672014293,-4.998514557338098,-0.6439393939394051,-5.8823529411764115
286,50.15,38,40.333333333333336,40.8,40.5,40.6,20.67,-3.587344028520789,-5.949197860962514,-1.4995543672014264,-4.166666666666741
287,50.32,39,39.0,40.0,40.375,40.3,20.67,2.9411764705882035,-4.901960784313687,-1.1764705882352757,-7.843137254901896
288,50.49,39,38.666666666666664,39.8,40.25,40.2,20.67,0.0,8.526512829121202e-14,-0.5882352941176521,-1.9607843137254846
289,50.66,39,39.0,39.0,40.125,40.1,20.74,-2.9411764705881467,8.526512829121202e-14,-0.8823529411764923,1.9607843137255665
290,50.83,38,38.666666666666664,38.6,39.5,39.9,20.86,5.882352941176407,0.9803921568627487,-0.29411764705882604,-1.9607843137254846
291,51.0,41,39.333333333333336,39.2,39.625,40.0,20.93,8.82352941176461,3.921568627450938,-0.29411764705882604,3.921568627450969
292,51.17,41,40.0,39.6,39.375,39.8,20.99,0.0,4.901960784313658,-0.29411764705882604,3.921568627450927
293,51.34,41,41.0,40.0,39.5,39.9,20.99,-2.9411764705883883,1.9607843137253553,-0.5882352941176805,5.8823529411764115
294,51.51,40,40.666666666666664,40.2,39.75,39.6,20.99,-2.4158453015843406e-13,-0.9803921568628056,-0.5882352941176947,-1.9607843137255665
295,51.68,41,40.666666666666664,40.8,40.0,39.7,20.99,5.72362278244627,0.8994708994709271,1.38188608776845,0.0
296,51.86,42,41.0,41.0,40.375,40.1,20.93,-0.3267973856208499,1.907874260815447,1.6844070961717819,1.8518518518518678
297,52.03,41,41.333333333333336,41.0,40.625,40.3,20.99,-2.8520499108734043,0.9506833036244586,1.214349376114086,1.9607843137254846
298,52.19,41,41.333333333333336,41.0,41.0,40.5,20.99,-2.6143790849673394,-1.742919389978212,0.923202614379079,0.0
299,52.37,40,40.666666666666664,41.0,40.875,40.6,21.06,4.003267973855941,-0.6399782135076748,1.584967320261427,-3.7037037037037357
300,52.53,42,41.0,41.2,41.0,41.0,21.06,6.439393939393753,2.023915626856791,1.5730837789660939,2.0833333333333
301,52.7,42,41.333333333333336,41.2,41.125,41.1,20.99,-5.8823529411767765,0.9803921568627203,-2.842170943040401e-14,1.9607843137254846
302,52.87,40,41.333333333333336,41.0,41.125,41.0,20.86,-5.882352941176791,-1.9607843137254548,-0.5882352941176805,0.0
303,53.04,40,40.666666666666664,40.8,41.0,40.9,20.8,0.0,-3.9215686274509522,-0.29411764705882604,-3.921568627450969
304,53.21,40,40.0,40.8,40.75,40.9,20.86,2.9411764705882035,-0.9803921568627203,0.0,-3.921568627450927
305,53.38,41,40.333333333333336,40.6,40.75,40.9,20.86,2.8520499108733475,2.023915626856791,-0.3219696969697168,1.9607843137254846
306,53.54,41,40.666666666666664,40.4,40.75,40.8,20.8,-2.8520499108733475,1.0732323232323466,-0.6071746880570288,2.083333333333348
307,53.71,40,40.666666666666664,40.4,40.75,40.7,20.74,0.0,0.0,-0.2941176470588118,0.0
308,53.88,41,40.666666666666664,40.6,40.625,40.7,20.67,-2.4158453015843406e-13,-0.9803921568627771,0.0,0.0
309,54.05,40,40.333333333333336,40.6,40.375,40.7,20.61,-2.9411764705883883,-0.9803921568627914,-0.5882352941176379,-1.9607843137255245
310,54.22,40,40.333333333333336,40.4,40.375,40.5,20.61,0.0,-0.9803921568627487,-1.17647058823529,0.0
311,54.39,40,40.0,40.2,40.375,40.3,20.61,-5.882352941176407,-2.9411764705882035,-1.1764705882352757,-1.9607843137254846
312,54.56,38,39.333333333333336,39.8,40.125,40.1,20.61,-8.923796791443834,-5.121063576945986,-1.5363190730838312,-3.921568627450927
313,54.72,37,38.333333333333336,39.0,39.625,39.8,20.61,8.188502673796393,-2.269013666072624,-0.6807040998217815,-6.250000000000133
314,54.89,41,38.666666666666664,39.2,39.625,39.9,20.61,8.82352941176461,2.9411764705882177,0.0,1.9607843137254426
315,55.06,40,39.333333333333336,39.2,39.625,39.8,20.67,-5.882352941176535,3.9215686274510233,-0.8823529411764781,3.921568627450969
316,55.23,39,40.0,39.0,39.375,39.6,20.67,-2.9411764705883883,1.5631940186722204e-13,-0.8823529411764923,3.9215686274510912
317,55.4,39,39.333333333333336,39.2,39.25,39.5,20.67,0.0,-2.9745989304812355,-0.9291443850267314,-3.921568627450927
318,55.56,39,39.0,39.6,39.125,39.3,20.74,5.7040998217472065,0.8281342840167838,-0.35873440285202207,-2.0833333333333
319,55.73,41,39.666666666666664,39.6,39.25,39.4,20.74,5.8823529411767765,3.9215686274510233,0.5882352941176663,3.9215686274510912
320,55.9,41,40.333333333333336,39.8,39.625,39.5,20.74,-5.882352941176407,1.9607843137254832,0.0,3.921568627450969
321,56.07,39,40.333333333333336,39.8,39.875,39.4,20.74,-11.764705882352823,0.0,-0.5882352941176495,0.0
